Order ID,Order Date,Customer ID,Product,Category,Sub-Category,Region,City,Quantity,Sales,Profit,Discount
ORD00037,2024-03-23,CUST5612,Desk,Furniture,Desk,West,Ahmedabad,4,10347.0,2448.03,25
ORD00038,2024-09-25,CUST2225,Monitor,Technology,Monitor,South,Hyderabad,3,6680.25,2119.73,25
ORD00039,2024-02-27,CUST1359,Sofa,Furniture,Sofa,West,Pune,8,14682.0,2250.34,25
ORD00040,2024-09-12,CUST5822,Phone,Technology,Phone,West,Mumbai,3,2317.05,624.51,5
ORD00041,2024-09-25,CUST5772,Sofa,Furniture,Sofa,South,Chennai,8,9192.0,482.71,25
ORD00042,2024-05-15,CUST5201,Chair,Furniture,Chair,West,Pune,7,12986.4,3634.0,20
ORD00043,2023-06-05,CUST8251,Paper,Office Supplies,Paper,West,Ahmedabad,6,1755.0,159.7,25
ORD00044,2023-07-15,CUST9103,Stapler,Office Supplies,Stapler,South,Chennai,4,456.4,58.63,30
ORD00045,2024-12-23,CUST2473,Table,Furniture,Table,West,Ahmedabad,1,1280.6,265.22,5
ORD00046,2024-03-20,CUST6121,Chair,Furniture,Chair,South,Hyderabad,5,14144.0,3778.44,15
ORD00047,2024-06-13,CUST3869,Bookcase,Furniture,Bookcase,West,Ahmedabad,2,1094.0,120.47,0
ORD00048,2024-05-09,CUST3916,Notebook,Office Supplies,Notebook,East,Patna,4,6738.0,1552.18,25
ORD00049,2024-04-05,CUST5508,Binder,Office Supplies,Binder,South,Chennai,5,6303.25,1011.19,5
ORD00050,2024-03-18,CUST6427,Stapler,Office Supplies,Stapler,South,Hyderabad,1,2049.35,572.4,15
ORD00051,2023-01-28,CUST8126,Laptop,Technology,Laptop,North,Chandigarh,9,15242.4,3683.81,20
ORD00052,2024-11-05,CUST8747,Stapler,Office Supplies,Stapler,East,Patna,3,1785.0,603.67,30
ORD00053,2024-03-13,CUST6158,Sofa,Furniture,Sofa,West,Mumbai,6,10983.6,1347.55,10
ORD00054,2024-02-20,CUST7675,Monitor,Technology,Monitor,North,Delhi,4,2195.2,215.57,20
ORD00055,2024-07-19,CUST1119,Chair,Furniture,Chair,East,Kolkata,3,7973.1,1371.65,10
ORD00056,2023-10-03,CUST1933,Bookcase,Furniture,Bookcase,West,Mumbai,3,11793.6,1526.69,20
ORD00057,2024-09-01,CUST3276,Laptop,Technology,Laptop,South,Bangalore,3,10908.9,3469.28,15
ORD00058,2023-08-01,CUST6324,Stapler,Office Supplies,Stapler,South,Bangalore,4,9027.0,725.33,15
ORD00059,2024-07-24,CUST7387,Desk,Furniture,Desk,West,Pune,4,9642.4,646.93,15
ORD00060,2023-06-19,CUST3534,Pen,Office Supplies,Pen,South,Hyderabad,1,566.95,125.94,15
ORD00061,2024-09-15,CUST9474,Sofa,Furniture,Sofa,West,Pune,1,3945.35,786.02,5
ORD00062,2024-12-11,CUST7166,Keyboard,Technology,Keyboard,South,Bangalore,2,7612.6,1488.36,15
ORD00063,2024-01-22,CUST5257,Table,Furniture,Table,West,Mumbai,6,5712.0,873.09,30
ORD00064,2023-03-29,CUST8340,Monitor,Technology,Monitor,West,Mumbai,4,9273.6,2038.84,30
ORD00065,2023-04-21,CUST3107,Laptop,Technology,Laptop,South,Hyderabad,2,4308.0,855.07,25
ORD00066,2024-09-21,CUST2598,Desk,Furniture,Desk,West,Mumbai,1,2698.5,916.45,30
ORD00067,2024-10-13,CUST9895,Desk,Furniture,Desk,South,Hyderabad,3,8753.4,2230.84,10
ORD00068,2024-04-03,CUST8727,Desk,Furniture,Desk,North,Lucknow,6,24510.6,2320.74,15
ORD00069,2024-07-27,CUST6941,Monitor,Technology,Monitor,South,Hyderabad,7,9618.0,2465.76,25
ORD00070,2024-09-14,CUST4335,Printer,Technology,Printer,North,Lucknow,4,4866.4,500.72,30
ORD00071,2023-08-08,CUST6692,Chair,Furniture,Chair,East,Kolkata,2,5156.6,1235.65,5
ORD00072,2023-01-04,CUST5829,Chair,Furniture,Chair,North,Chandigarh,6,6372.0,997.17,10
ORD00073,2024-04-23,CUST2410,Phone,Technology,Phone,South,Bangalore,9,2332.8,600.69,10
ORD00074,2024-04-29,CUST3060,Desk,Furniture,Desk,South,Bangalore,8,8826.4,1792.13,15
ORD00075,2024-05-21,CUST5482,Pen,Office Supplies,Pen,North,Chandigarh,7,882.0,110.01,25
ORD00076,2024-07-03,CUST1512,Monitor,Technology,Monitor,North,Delhi,7,20143.9,4987.75,30
ORD00077,2023-09-09,CUST1029,Table,Furniture,Table,South,Bangalore,10,19792.0,1490.32,20
ORD00078,2024-04-03,CUST2449,Keyboard,Technology,Keyboard,West,Mumbai,7,23562.0,7165.87,15
ORD00079,2024-05-28,CUST3995,Binder,Office Supplies,Binder,East,Patna,10,6570.0,1969.26,10
ORD00080,2023-02-12,CUST8426,Notebook,Office Supplies,Notebook,West,Ahmedabad,8,30355.2,4719.17,20
ORD00081,2024-02-22,CUST4969,Pen,Office Supplies,Pen,North,Lucknow,10,9232.5,1802.88,25
ORD00082,2024-10-09,CUST5418,Printer,Technology,Printer,West,Pune,2,8914.0,2146.82,0
ORD00083,2024-12-09,CUST8364,Stapler,Office Supplies,Stapler,East,Patna,5,2793.0,963.95,30
ORD00084,2024-10-23,CUST1245,Chair,Furniture,Chair,North,Lucknow,3,7443.9,1460.57,10
ORD00085,2024-01-06,CUST3905,Phone,Technology,Phone,East,Kolkata,8,29253.6,7608.53,10
ORD00086,2023-01-17,CUST9235,Notebook,Office Supplies,Notebook,South,Bangalore,1,2520.75,331.94,25
ORD00087,2024-03-20,CUST3782,Phone,Technology,Phone,North,Delhi,2,5680.0,1479.63,0
ORD00088,2023-11-04,CUST2561,Stapler,Office Supplies,Stapler,East,Patna,8,15732.0,3142.43,25
ORD00089,2024-02-05,CUST3566,Table,Furniture,Table,North,Delhi,5,8914.5,2322.45,10
ORD00090,2023-04-04,CUST8578,Pen,Office Supplies,Pen,West,Ahmedabad,10,6471.0,1134.18,10
ORD00091,2024-05-22,CUST7489,Paper,Office Supplies,Paper,West,Mumbai,7,5865.3,1236.92,30
ORD00092,2024-07-06,CUST6186,Laptop,Technology,Laptop,South,Chennai,7,23914.8,5793.6,10
ORD00093,2024-01-09,CUST8999,Printer,Technology,Printer,West,Ahmedabad,10,26304.0,4979.02,20
ORD00094,2023-04-05,CUST2474,Desk,Furniture,Desk,East,Patna,2,6476.8,713.48,20
ORD00095,2024-09-04,CUST7583,Sofa,Furniture,Sofa,North,Chandigarh,3,9145.5,1959.01,30
ORD00096,2024-05-01,CUST3423,Binder,Office Supplies,Binder,North,Chandigarh,2,9418.0,1583.96,0
ORD00097,2023-08-25,CUST3247,Bookcase,Furniture,Bookcase,North,Chandigarh,6,12117.6,1916.56,15
ORD00098,2023-05-16,CUST7989,Binder,Office Supplies,Binder,South,Hyderabad,5,13960.0,3884.75,20
ORD00099,2023-04-16,CUST7709,Chair,Furniture,Chair,West,Pune,4,12732.0,4272.0,0
ORD00100,2024-06-18,CUST6080,Phone,Technology,Phone,South,Hyderabad,2,1216.0,172.37,5
ORD00101,2023-09-27,CUST1086,Stapler,Office Supplies,Stapler,North,Delhi,8,17197.2,3851.66,15
ORD00102,2024-09-18,CUST7513,Phone,Technology,Phone,West,Mumbai,4,13742.4,4011.83,30
ORD00103,2024-02-14,CUST8746,Binder,Office Supplies,Binder,West,Ahmedabad,4,4377.6,1347.65,10
ORD00104,2024-06-03,CUST4457,Phone,Technology,Phone,South,Chennai,8,29541.6,10336.87,10
ORD00105,2023-02-23,CUST3824,Table,Furniture,Table,North,Lucknow,5,20079.0,1555.32,10
ORD00106,2024-10-27,CUST3179,Keyboard,Technology,Keyboard,North,Chandigarh,7,6515.25,2258.61,15
ORD00107,2023-10-12,CUST7845,Laptop,Technology,Laptop,West,Pune,2,3344.6,432.11,30
ORD00108,2024-05-28,CUST4205,Phone,Technology,Phone,West,Mumbai,2,5176.8,1649.23,10
ORD00109,2023-10-29,CUST9769,Keyboard,Technology,Keyboard,South,Hyderabad,1,2054.4,212.64,20
ORD00110,2024-02-13,CUST4646,Binder,Office Supplies,Binder,West,Mumbai,7,24201.1,3389.01,30
ORD00111,2024-02-16,CUST6682,Notebook,Office Supplies,Notebook,South,Bangalore,3,8917.65,873.04,5
ORD00112,2023-09-05,CUST1992,Table,Furniture,Table,East,Patna,3,6160.8,2038.81,15
ORD00113,2023-04-29,CUST9837,Bookcase,Furniture,Bookcase,South,Bangalore,10,4156.5,1381.56,15
ORD00114,2023-03-04,CUST8162,Sofa,Furniture,Sofa,East,Kolkata,4,1957.0,310.44,5
ORD00115,2024-09-06,CUST3403,Notebook,Office Supplies,Notebook,East,Kolkata,10,4151.5,933.51,5
ORD00116,2023-08-27,CUST8336,Sofa,Furniture,Sofa,East,Patna,9,2639.7,763.83,30
ORD00117,2023-07-14,CUST3843,Bookcase,Furniture,Bookcase,South,Hyderabad,10,5377.0,272.89,5
ORD00118,2023-09-08,CUST9033,Stapler,Office Supplies,Stapler,South,Hyderabad,7,21687.75,5496.27,25
ORD00119,2024-10-04,CUST3761,Printer,Technology,Printer,North,Chandigarh,3,3131.4,367.73,15
ORD00120,2024-09-04,CUST7844,Laptop,Technology,Laptop,South,Hyderabad,3,11533.65,1714.65,15
ORD00121,2023-07-20,CUST9873,Monitor,Technology,Monitor,West,Ahmedabad,10,27216.0,4751.98,30
ORD00122,2024-07-19,CUST5389,Bookcase,Furniture,Bookcase,South,Hyderabad,10,24031.0,3402.01,30
ORD00123,2023-01-20,CUST6156,Pen,Office Supplies,Pen,West,Pune,5,15993.0,1754.63,10
ORD00124,2024-01-23,CUST4743,Binder,Office Supplies,Binder,North,Chandigarh,1,548.1,188.21,30
ORD00125,2023-07-19,CUST7330,Binder,Office Supplies,Binder,South,Bangalore,3,12191.55,2923.91,15
ORD00126,2024-08-13,CUST5573,Notebook,Office Supplies,Notebook,South,Hyderabad,4,698.4,117.79,10
ORD00127,2024-11-12,CUST6635,Chair,Furniture,Chair,North,Lucknow,6,11088.0,2853.24,0
ORD00128,2024-05-24,CUST3217,Monitor,Technology,Monitor,North,Lucknow,5,19332.5,1322.78,5
ORD00129,2023-06-15,CUST4056,Table,Furniture,Table,East,Patna,9,25213.95,2718.87,5
ORD00130,2023-02-13,CUST6533,Printer,Technology,Printer,East,Bhubaneswar,2,264.0,73.48,20
ORD00131,2023-01-04,CUST4500,Laptop,Technology,Laptop,West,Pune,1,3132.0,636.39,0
ORD00132,2023-09-26,CUST4046,Sofa,Furniture,Sofa,South,Hyderabad,9,27777.15,5705.15,15
ORD00133,2023-03-06,CUST4018,Notebook,Office Supplies,Notebook,West,Ahmedabad,3,10550.4,1326.23,20
ORD00134,2023-11-21,CUST4204,Phone,Technology,Phone,North,Lucknow,8,15211.6,982.32,15
ORD00135,2024-05-23,CUST7093,Monitor,Technology,Monitor,West,Ahmedabad,3,3871.2,885.66,20
ORD00136,2024-04-18,CUST6709,Bookcase,Furniture,Bookcase,South,Hyderabad,10,25193.0,6524.7,30
ORD00137,2024-03-04,CUST3927,Table,Furniture,Table,East,Bhubaneswar,7,12442.15,3312.35,5
ORD00138,2023-07-23,CUST8631,Stapler,Office Supplies,Stapler,North,Lucknow,1,1714.5,144.15,10
ORD00139,2023-04-29,CUST4283,Desk,Furniture,Desk,North,Lucknow,7,7168.0,2283.74,20
ORD00140,2023-03-29,CUST3687,Binder,Office Supplies,Binder,South,Hyderabad,3,679.2,64.26,20
ORD00141,2024-09-13,CUST4931,Paper,Office Supplies,Paper,South,Hyderabad,9,19494.0,3539.85,25
ORD00142,2024-12-26,CUST2049,Phone,Technology,Phone,South,Hyderabad,5,7052.0,1805.26,20
ORD00143,2023-08-09,CUST1888,Bookcase,Furniture,Bookcase,East,Kolkata,9,6993.0,1234.07,30
ORD00144,2023-05-19,CUST2053,Table,Furniture,Table,South,Bangalore,5,16680.0,3198.04,25
ORD00145,2024-07-08,CUST8099,Table,Furniture,Table,South,Hyderabad,2,6319.8,1179.4,10
ORD00146,2024-02-10,CUST8198,Monitor,Technology,Monitor,East,Bhubaneswar,6,10578.6,1421.18,10
ORD00147,2023-05-19,CUST4491,Monitor,Technology,Monitor,South,Hyderabad,8,26755.2,7935.97,10
ORD00148,2024-01-01,CUST8246,Printer,Technology,Printer,North,Lucknow,2,972.0,187.08,0
ORD00149,2023-07-07,CUST7083,Table,Furniture,Table,East,Kolkata,2,1504.8,468.62,5
ORD00150,2023-06-13,CUST8326,Phone,Technology,Phone,South,Chennai,2,5501.2,1202.53,15
ORD00151,2023-03-08,CUST6923,Bookcase,Furniture,Bookcase,East,Kolkata,7,18234.3,5307.54,5
ORD00152,2023-12-06,CUST4991,Bookcase,Furniture,Bookcase,East,Patna,1,4642.65,1047.38,5
ORD00153,2023-08-31,CUST2124,Bookcase,Furniture,Bookcase,East,Kolkata,2,4167.0,1436.28,25
ORD00154,2024-02-15,CUST4286,Phone,Technology,Phone,West,Mumbai,9,1062.0,273.91,0
ORD00155,2023-05-05,CUST8115,Sofa,Furniture,Sofa,North,Delhi,9,31564.8,10192.98,20
ORD00156,2024-03-28,CUST3291,Binder,Office Supplies,Binder,East,Bhubaneswar,10,26943.0,7341.05,30
ORD00157,2023-09-05,CUST6707,Bookcase,Furniture,Bookcase,West,Pune,6,20252.4,1851.46,30
ORD00158,2024-08-25,CUST3977,Stapler,Office Supplies,Stapler,South,Chennai,9,1795.5,529.22,25
ORD00159,2023-08-16,CUST7143,Chair,Furniture,Chair,North,Lucknow,8,33992.0,2284.65,0
ORD00160,2023-12-09,CUST6551,Phone,Technology,Phone,North,Chandigarh,7,18101.3,1703.88,5
ORD00161,2023-04-09,CUST4966,Keyboard,Technology,Keyboard,South,Bangalore,7,7973.0,2182.02,15
ORD00162,2024-02-20,CUST8510,Phone,Technology,Phone,West,Pune,3,6596.1,638.06,10
ORD00163,2023-02-11,CUST7258,Desk,Furniture,Desk,South,Hyderabad,9,38235.6,5624.81,5
ORD00164,2023-11-08,CUST7691,Desk,Furniture,Desk,West,Mumbai,3,1843.2,130.04,20
ORD00165,2024-10-31,CUST6437,Laptop,Technology,Laptop,North,Lucknow,5,7786.0,768.58,15
ORD00166,2024-05-06,CUST4164,Printer,Technology,Printer,West,Pune,3,3746.25,246.59,25
ORD00167,2023-02-11,CUST1421,Keyboard,Technology,Keyboard,East,Patna,7,29276.1,8928.66,10
ORD00168,2023-05-02,CUST5765,Bookcase,Furniture,Bookcase,South,Bangalore,1,959.5,58.42,5
ORD00169,2023-06-02,CUST7689,Notebook,Office Supplies,Notebook,North,Lucknow,1,3200.0,334.59,0
ORD00170,2023-04-06,CUST9405,Keyboard,Technology,Keyboard,West,Mumbai,1,2470.3,418.06,30
ORD00171,2024-09-19,CUST4411,Notebook,Office Supplies,Notebook,West,Mumbai,10,29580.0,6271.65,15
ORD00172,2023-02-11,CUST5887,Sofa,Furniture,Sofa,South,Chennai,3,4110.6,726.39,15
ORD00173,2024-08-11,CUST1704,Chair,Furniture,Chair,West,Ahmedabad,4,946.2,318.82,5
ORD00174,2024-03-22,CUST9557,Notebook,Office Supplies,Notebook,South,Chennai,7,6316.8,1594.73,20
ORD00175,2024-10-11,CUST5987,Laptop,Technology,Laptop,East,Bhubaneswar,10,17974.0,5696.53,5
ORD00176,2024-06-01,CUST5187,Bookcase,Furniture,Bookcase,North,Delhi,4,4228.0,1346.51,30
ORD00177,2024-12-21,CUST4879,Binder,Office Supplies,Binder,South,Chennai,9,32176.8,7830.48,20
ORD00178,2024-09-05,CUST2635,Monitor,Technology,Monitor,East,Kolkata,2,9940.0,2539.06,0
ORD00179,2023-07-30,CUST7017,Notebook,Office Supplies,Notebook,South,Bangalore,2,5346.0,1511.12,10
ORD00180,2023-07-07,CUST2840,Stapler,Office Supplies,Stapler,North,Lucknow,6,5834.4,604.83,15
ORD00181,2023-10-15,CUST2633,Paper,Office Supplies,Paper,West,Pune,3,1578.9,374.21,5
ORD00182,2023-09-17,CUST7727,Desk,Furniture,Desk,East,Bhubaneswar,2,651.0,122.57,25
ORD00183,2024-06-22,CUST5586,Printer,Technology,Printer,North,Lucknow,2,8379.3,2271.39,15
ORD00184,2024-03-13,CUST2647,Sofa,Furniture,Sofa,North,Lucknow,5,11043.0,2184.65,10
ORD00185,2024-04-04,CUST8180,Monitor,Technology,Monitor,East,Bhubaneswar,9,15876.0,4954.22,0
ORD00186,2024-04-07,CUST7211,Bookcase,Furniture,Bookcase,South,Bangalore,2,6495.7,1662.51,15
ORD00187,2024-04-23,CUST5141,Phone,Technology,Phone,West,Pune,10,35200.0,8041.57,0
ORD00188,2023-12-08,CUST2883,Table,Furniture,Table,West,Pune,1,2812.0,246.91,20
ORD00189,2024-06-23,CUST6433,Sofa,Furniture,Sofa,West,Ahmedabad,1,807.2,245.54,20
ORD00190,2023-12-19,CUST5991,Desk,Furniture,Desk,East,Kolkata,2,3254.7,633.16,5
ORD00191,2023-12-25,CUST4867,Stapler,Office Supplies,Stapler,North,Delhi,10,11347.0,1870.28,30
ORD00192,2023-11-14,CUST8690,Phone,Technology,Phone,East,Kolkata,8,2072.0,243.75,30
ORD00193,2024-12-26,CUST6692,Phone,Technology,Phone,South,Hyderabad,5,2632.0,227.57,30
ORD00194,2024-01-11,CUST1117,Desk,Furniture,Desk,North,Chandigarh,3,8442.9,2318.02,10
ORD00195,2023-07-23,CUST9974,Monitor,Technology,Monitor,West,Mumbai,6,1066.8,207.07,30
ORD00196,2024-08-05,CUST3133,Chair,Furniture,Chair,West,Pune,10,19551.0,4911.26,30
ORD00197,2023-05-12,CUST1936,Bookcase,Furniture,Bookcase,South,Chennai,9,18370.8,5174.99,30
ORD00198,2024-03-07,CUST5490,Sofa,Furniture,Sofa,West,Pune,4,9153.2,1893.01,30
ORD00199,2024-08-13,CUST9070,Stapler,Office Supplies,Stapler,East,Patna,10,18165.0,3716.1,25
ORD00200,2023-08-26,CUST8506,Phone,Technology,Phone,South,Bangalore,3,10941.0,2652.04,0
ORD00201,2023-07-17,CUST6236,Phone,Technology,Phone,East,Patna,6,20604.0,5903.02,0
ORD00202,2023-05-17,CUST2410,Monitor,Technology,Monitor,South,Hyderabad,9,28830.6,2004.22,5
ORD00203,2023-07-09,CUST6069,Phone,Technology,Phone,West,Mumbai,10,5823.0,1182.11,10
ORD00204,2023-07-26,CUST5280,Pen,Office Supplies,Pen,East,Bhubaneswar,7,15535.45,1003.62,15
ORD00205,2023-08-30,CUST9808,Binder,Office Supplies,Binder,East,Patna,6,24652.5,1441.69,5
ORD00206,2023-05-10,CUST6221,Phone,Technology,Phone,South,Bangalore,1,581.0,157.13,0
ORD00207,2023-12-08,CUST3901,Bookcase,Furniture,Bookcase,South,Hyderabad,5,20604.0,2314.49,15
ORD00208,2023-07-25,CUST6364,Paper,Office Supplies,Paper,East,Patna,2,5690.0,1849.87,0
ORD00209,2024-09-30,CUST8212,Phone,Technology,Phone,East,Bhubaneswar,9,29597.4,5415.28,10
ORD00210,2023-05-26,CUST6269,Pen,Office Supplies,Pen,South,Hyderabad,9,21278.7,4568.28,10
ORD00211,2023-03-26,CUST6838,Printer,Technology,Printer,West,Mumbai,5,2724.0,207.35,20
ORD00212,2024-07-26,CUST5563,Table,Furniture,Table,East,Patna,8,33364.8,7119.26,10
ORD00213,2024-08-08,CUST5554,Table,Furniture,Table,West,Mumbai,8,16347.2,2488.97,15
ORD00214,2024-04-12,CUST8737,Monitor,Technology,Monitor,East,Patna,4,12078.0,3431.59,10
ORD00215,2023-02-19,CUST5956,Desk,Furniture,Desk,East,Kolkata,9,32371.2,8637.85,20
ORD00216,2023-12-24,CUST1322,Phone,Technology,Phone,North,Delhi,1,3923.6,313.93,15
ORD00217,2023-10-06,CUST7519,Stapler,Office Supplies,Stapler,South,Chennai,4,3488.0,254.23,20
ORD00218,2024-04-29,CUST2804,Table,Furniture,Table,East,Kolkata,4,16948.0,2310.48,0
ORD00219,2023-08-03,CUST6264,Phone,Technology,Phone,West,Ahmedabad,1,2747.5,676.86,30
ORD00220,2023-09-23,CUST1971,Stapler,Office Supplies,Stapler,South,Hyderabad,1,3745.6,510.35,20
ORD00221,2024-12-23,CUST9025,Phone,Technology,Phone,North,Chandigarh,1,1238.25,146.13,25
ORD00222,2024-05-10,CUST7216,Table,Furniture,Table,East,Patna,6,18009.6,1263.76,30
ORD00223,2023-05-24,CUST1774,Laptop,Technology,Laptop,East,Bhubaneswar,8,26048.0,3130.42,20
ORD00224,2023-09-21,CUST1292,Desk,Furniture,Desk,West,Mumbai,3,4277.25,1156.47,25
ORD00225,2023-04-30,CUST9481,Stapler,Office Supplies,Stapler,East,Patna,2,5966.0,1074.7,5
ORD00226,2023-03-26,CUST3324,Binder,Office Supplies,Binder,South,Chennai,4,4005.2,878.63,15
ORD00227,2023-07-11,CUST7531,Stapler,Office Supplies,Stapler,South,Chennai,2,3779.1,670.3,5
ORD00228,2024-07-05,CUST8487,Binder,Office Supplies,Binder,East,Patna,5,20500.0,3643.2,0
ORD00229,2024-10-19,CUST6851,Keyboard,Technology,Keyboard,North,Lucknow,8,5844.0,535.35,25
ORD00230,2024-04-26,CUST9881,Paper,Office Supplies,Paper,South,Bangalore,5,15345.0,4708.18,0
ORD00231,2024-04-02,CUST1982,Printer,Technology,Printer,North,Chandigarh,4,2640.4,649.16,30
ORD00232,2023-04-27,CUST5802,Chair,Furniture,Chair,West,Ahmedabad,6,10579.2,3678.47,20
ORD00233,2023-07-06,CUST5845,Paper,Office Supplies,Paper,East,Kolkata,3,11646.0,4028.04,0
ORD00234,2024-03-20,CUST5149,Laptop,Technology,Laptop,West,Ahmedabad,6,17356.5,5041.82,25
ORD00235,2023-04-19,CUST8525,Desk,Furniture,Desk,North,Lucknow,9,39465.0,3146.4,0
ORD00236,2023-02-24,CUST9645,Monitor,Technology,Monitor,South,Chennai,7,28018.55,7964.79,15
ORD00237,2023-04-22,CUST7878,Chair,Furniture,Chair,West,Mumbai,1,1439.9,278.23,15
ORD00238,2023-01-30,CUST2702,Pen,Office Supplies,Pen,South,Bangalore,2,1859.4,507.27,10
ORD00239,2024-05-29,CUST1136,Phone,Technology,Phone,West,Ahmedabad,5,18776.0,5080.56,20
ORD00240,2024-03-01,CUST7820,Notebook,Office Supplies,Notebook,West,Mumbai,4,14889.0,2432.59,25
ORD00241,2024-07-13,CUST2716,Laptop,Technology,Laptop,North,Lucknow,3,480.0,112.64,0
ORD00242,2023-04-19,CUST7780,Printer,Technology,Printer,West,Mumbai,9,11016.0,1953.56,15
ORD00243,2023-09-19,CUST5995,Table,Furniture,Table,West,Pune,3,4121.1,1000.76,5
ORD00244,2024-10-29,CUST5323,Laptop,Technology,Laptop,East,Patna,2,9922.0,2325.45,0
ORD00245,2023-10-16,CUST6285,Sofa,Furniture,Sofa,North,Lucknow,2,4202.8,568.28,5
ORD00246,2024-06-03,CUST7192,Paper,Office Supplies,Paper,West,Ahmedabad,10,24454.5,1958.84,15
ORD00247,2023-11-16,CUST1971,Stapler,Office Supplies,Stapler,North,Delhi,3,4214.4,1199.77,20
ORD00248,2024-03-13,CUST6514,Table,Furniture,Table,West,Ahmedabad,4,11324.8,996.88,20
ORD00249,2024-02-16,CUST6631,Printer,Technology,Printer,East,Bhubaneswar,7,1071.0,351.22,15
ORD00250,2024-12-19,CUST6703,Desk,Furniture,Desk,East,Bhubaneswar,9,29812.05,2703.17,15
ORD00251,2024-03-15,CUST1718,Bookcase,Furniture,Bookcase,East,Patna,9,21286.8,5097.28,10
ORD00252,2024-08-23,CUST1403,Phone,Technology,Phone,East,Kolkata,3,11110.35,2262.95,15
ORD00253,2023-01-07,CUST7156,Laptop,Technology,Laptop,East,Bhubaneswar,1,1897.15,333.48,5
